target,predictor,value,r_squared,mse,predictor_layer,target_layer
AFAP1L1,(Intercept),2.4976030532793e-17,0.0030229758857941,0.991096361687795,(Intercept),gene
AFAP1L1,age,0,0.0030229758857941,0.991096361687795,phenotype,gene
AFAP1L1,gender,0.0549815958825687,0.0030229758857941,0.991096361687795,phenotype,gene
NACC2,(Intercept),-1.67421739644208e-17,5.68746563803731e-05,0.996862978210624,(Intercept),gene
NACC2,age,0,5.68746563803731e-05,0.996862978210624,phenotype,gene
NACC2,gender,0.00754152878270534,5.68746563803731e-05,0.996862978210624,phenotype,gene
TMEM37,(Intercept),-2.56183729688768e-17,8.84317871699256e-06,0.997543800311392,(Intercept),gene
TMEM37,age,0,8.84317871699256e-06,0.997543800311392,phenotype,gene
TMEM37,gender,-0.00297374826052787,8.84317871699256e-06,0.997543800311392,phenotype,gene
FBXL16,(Intercept),3.98826418999528e-17,0.00909726283648958,0.984538189787591,(Intercept),gene
FBXL16,age,0.0819757789931285,0.00909726283648958,0.984538189787591,phenotype,gene
FBXL16,gender,-0.0509003478112676,0.00909726283648958,0.984538189787591,phenotype,gene
SLC25A10,(Intercept),-3.65131511544551e-18,0.00113200461057159,0.994449088640212,(Intercept),gene
SLC25A10,age,0,0.00113200461057159,0.994449088640212,phenotype,gene
SLC25A10,gender,0.0336452761999599,0.00113200461057159,0.994449088640212,phenotype,gene
FAM109B,(Intercept),-1.44170237046004e-17,0.000369073557085522,0.995303186454884,(Intercept),gene
FAM109B,age,-0.0192112872313524,0.000369073557085522,0.995303186454884,phenotype,gene
FAM109B,gender,0,0.000369073557085522,0.995303186454884,phenotype,gene
ZNF433,(Intercept),1.46799167266775e-18,0.00136809569478299,0.994384733593767,(Intercept),gene
ZNF433,age,0.0369877776404988,0.00136809569478299,0.994384733593767,phenotype,gene
ZNF433,gender,0,0.00136809569478299,0.994384733593767,phenotype,gene
DLG4,(Intercept),1.36925158732194e-17,0.000239524753088225,0.996245146531536,(Intercept),gene
DLG4,age,-0.00362686326642479,0.000239524753088225,0.996245146531536,phenotype,gene
DLG4,gender,-0.0149340340637147,0.000239524753088225,0.996245146531536,phenotype,gene
DUSP4,(Intercept),2.37736801717068e-17,0.0165787569213487,0.973440010372502,(Intercept),gene
DUSP4,age,0.0920433386887625,0.0165787569213487,0.973440010372502,phenotype,gene
DUSP4,gender,-0.0945333207966403,0.0165787569213487,0.973440010372502,phenotype,gene
ECM1,(Intercept),3.37007300145306e-18,0.000866253625860279,0.994201489336918,(Intercept),gene
ECM1,age,0,0.000866253625860279,0.994201489336918,phenotype,gene
ECM1,gender,-0.029432186902442,0.000866253625860279,0.994201489336918,phenotype,gene
EGR2,(Intercept),-9.50054047351056e-18,0.0128160250422785,0.975161270392607,(Intercept),gene
EGR2,age,-0.112021033210351,0.0128160250422785,0.975161270392607,phenotype,gene
EGR2,gender,-0.0138352567696342,0.0128160250422785,0.975161270392607,phenotype,gene
TMEM192,(Intercept),-1.35465535355532e-17,0.00437767361901782,0.990796518490727,(Intercept),gene
TMEM192,age,0.0506603858039601,0.00437767361901782,0.990796518490727,phenotype,gene
TMEM192,gender,-0.0436554156243863,0.00437767361901782,0.990796518490727,phenotype,gene
DNAJC18,(Intercept),1.18291210767755e-17,0.00107827481778112,0.994300546585858,(Intercept),gene
DNAJC18,age,-0.0328370951483398,0.00107827481778112,0.994300546585858,phenotype,gene
DNAJC18,gender,0,0.00107827481778112,0.994300546585858,phenotype,gene
EPS15,(Intercept),-1.86541581280948e-17,2.69835339695631e-05,0.997343160900235,(Intercept),gene
EPS15,age,-0.00519456773654585,2.69835339695631e-05,0.997343160900235,phenotype,gene
EPS15,gender,0,2.69835339695631e-05,0.997343160900235,phenotype,gene
ETFA,(Intercept),-1.54559078442975e-17,0.000178397532162159,0.996309262185778,(Intercept),gene
ETFA,age,0.0133565539029407,0.000178397532162159,0.996309262185778,phenotype,gene
ETFA,gender,0,0.000178397532162159,0.996309262185778,phenotype,gene
EXT2,(Intercept),-7.915937781737e-18,0.00105250983236088,0.99319585023328,(Intercept),gene
EXT2,age,-0.0324424079309918,0.00105250983236088,0.99319585023328,phenotype,gene
EXT2,gender,0,0.00105250983236088,0.99319585023328,phenotype,gene
FCER1G,(Intercept),4.79385826746135e-18,0.00506459043551331,0.990596868261709,(Intercept),gene
FCER1G,age,0.0567459271196881,0.00506459043551331,0.990596868261709,phenotype,gene
FCER1G,gender,-0.0443985507438066,0.00506459043551331,0.990596868261709,phenotype,gene
ALKBH3,(Intercept),-2.76825058726012e-17,0.000265450324658951,0.994099701799214,(Intercept),gene
ALKBH3,age,0,0.000265450324658951,0.994099701799214,phenotype,gene
ALKBH3,gender,-0.0162926463368893,0.000265450324658951,0.994099701799214,phenotype,gene
FECH,(Intercept),9.85756140955788e-18,0.00261048379857155,0.991443967916861,(Intercept),gene
FECH,age,0.0509984599109243,0.00261048379857155,0.991443967916861,phenotype,gene
FECH,gender,-0.00454388274028105,0.00261048379857155,0.991443967916861,phenotype,gene
MRAS,(Intercept),-1.87188955129035e-17,0.00721831459064882,0.985803530823949,(Intercept),gene
MRAS,age,-0.0648679334213084,0.00721831459064882,0.985803530823949,phenotype,gene
MRAS,gender,-0.053195833140962,0.00721831459064882,0.985803530823949,phenotype,gene
CPEB3,(Intercept),4.52492592123974e-17,0.00132386466679689,0.993538302275001,(Intercept),gene
CPEB3,age,0,0.00132386466679689,0.993538302275001,phenotype,gene
CPEB3,gender,0.0363849511034012,0.00132386466679689,0.993538302275001,phenotype,gene
R3HDM2,(Intercept),1.76917621225344e-17,1.31640667982933e-05,0.997340936893895,(Intercept),gene
R3HDM2,age,0,1.31640667982933e-05,0.997340936893895,phenotype,gene
R3HDM2,gender,0.00362823191076498,1.31640667982933e-05,0.997340936893895,phenotype,gene
HABP4,(Intercept),-3.84666771084294e-17,1.70073709690649e-05,0.997463709906337,(Intercept),gene
HABP4,age,-0.00412399939004177,1.70073709690649e-05,0.997463709906337,phenotype,gene
HABP4,gender,0,1.70073709690649e-05,0.997463709906337,phenotype,gene
SEPHS2,(Intercept),7.93732777562582e-18,0.00943790933495942,0.981899584840164,(Intercept),gene
SEPHS2,age,0.0971489029014709,0.00943790933495942,0.981899584840164,phenotype,gene
SEPHS2,gender,0,0.00943790933495942,0.981899584840164,phenotype,gene
NCOA6,(Intercept),-6.68951679587922e-18,0.00242119742205263,0.993166175586457,(Intercept),gene
NCOA6,age,-0.0460054483209385,0.00242119742205263,0.993166175586457,phenotype,gene
NCOA6,gender,0.0183698787765233,0.00242119742205263,0.993166175586457,phenotype,gene
ZNF609,(Intercept),2.83989329668098e-17,0.00820380381406095,0.986279149325732,(Intercept),gene
ZNF609,age,-0.0782143782628879,0.00820380381406095,0.986279149325732,phenotype,gene
ZNF609,gender,0.0470346756163494,0.00820380381406095,0.986279149325732,phenotype,gene
POGZ,(Intercept),-4.08065835242852e-18,1.93270730917548e-07,0.997706811802997,(Intercept),gene
POGZ,age,0,1.93270730917548e-07,0.997706811802997,phenotype,gene
POGZ,gender,0.000439625671358655,1.93270730917548e-07,0.997706811802997,phenotype,gene
DCUN1D4,(Intercept),8.97751685569435e-18,5.6930023934229e-05,0.99651812496135,(Intercept),gene
DCUN1D4,age,-0.00754519873391211,5.6930023934229e-05,0.99651812496135,phenotype,gene
DCUN1D4,gender,0,5.6930023934229e-05,0.99651812496135,phenotype,gene
WDR43,(Intercept),-4.67777712767359e-18,0.00932113623890322,0.985349307994237,(Intercept),gene
WDR43,age,-0.087744188646061,0.00932113623890322,0.985349307994237,phenotype,gene
WDR43,gender,-0.0393644891698445,0.00932113623890322,0.985349307994237,phenotype,gene
SCFD1,(Intercept),-2.81402730692757e-17,4.47927690368432e-06,0.997551116090304,(Intercept),gene
SCFD1,age,0,4.47927690368432e-06,0.997551116090304,phenotype,gene
SCFD1,gender,-0.0021164302265098,4.47927690368432e-06,0.997551116090304,phenotype,gene
AGTPBP1,(Intercept),1.59696127479384e-17,0.000759639213061707,0.993785368732413,(Intercept),gene
AGTPBP1,age,-0.02756155316853,0.000759639213061707,0.993785368732413,phenotype,gene
AGTPBP1,gender,0,0.000759639213061707,0.993785368732413,phenotype,gene
ZDHHC17,(Intercept),-2.11471052309554e-17,0.00238172379312568,0.991283064809668,(Intercept),gene
ZDHHC17,age,0,0.00238172379312568,0.991283064809668,phenotype,gene
ZDHHC17,gender,0.0488029076298296,0.00238172379312568,0.991283064809668,phenotype,gene
HEY2,(Intercept),-6.25190854847456e-18,0.00391700813540151,0.98734289936902,(Intercept),gene
HEY2,age,-0.0625860059070837,0.00391700813540151,0.98734289936902,phenotype,gene
HEY2,gender,0,0.00391700813540151,0.98734289936902,phenotype,gene
DAAM2,(Intercept),-9.8660026113029e-19,3.37456869185852e-05,0.997214451157973,(Intercept),gene
DAAM2,age,-0.00580910379650641,3.37456869185852e-05,0.997214451157973,phenotype,gene
DAAM2,gender,0,3.37456869185852e-05,0.997214451157973,phenotype,gene
NUP188,(Intercept),3.25685234539049e-18,0.000240987081608899,0.996583127122879,(Intercept),gene
NUP188,age,-0.0155237586173226,0.000240987081608899,0.996583127122879,phenotype,gene
NUP188,gender,0,0.000240987081608899,0.996583127122879,phenotype,gene
FAM89B,(Intercept),4.97444622150004e-18,0.00125770527973845,0.99565627753236,(Intercept),gene
FAM89B,age,-0.0354641407584964,0.00125770527973845,0.99565627753236,phenotype,gene
FAM89B,gender,0,0.00125770527973845,0.99565627753236,phenotype,gene
MTCH1,(Intercept),-4.76732197810361e-20,2.29613494573128e-05,0.997334026401998,(Intercept),gene
MTCH1,age,0.00479180023136533,2.29613494573128e-05,0.997334026401998,phenotype,gene
MTCH1,gender,0,2.29613494573128e-05,0.997334026401998,phenotype,gene
FUCA1,(Intercept),1.87195807100127e-17,0.00576342230068415,0.984790562116919,(Intercept),gene
FUCA1,age,0.0759172068814715,0.00576342230068415,0.984790562116919,phenotype,gene
FUCA1,gender,0,0.00576342230068415,0.984790562116919,phenotype,gene
MSRB3,(Intercept),7.68674846133444e-18,0.00200165488867454,0.989377520454994,(Intercept),gene
MSRB3,age,-0.044739857942047,0.00200165488867454,0.989377520454994,phenotype,gene
MSRB3,gender,0,0.00200165488867454,0.989377520454994,phenotype,gene
BRMS1,(Intercept),-2.19771995687125e-19,0.00272589536257829,0.985538708981208,(Intercept),gene
BRMS1,age,0.0522101078583285,0.00272589536257829,0.985538708981208,phenotype,gene
BRMS1,gender,0,0.00272589536257829,0.985538708981208,phenotype,gene
CNRIP1,(Intercept),-1.53246884825159e-17,9.03185905383009e-05,0.996675298441264,(Intercept),gene
CNRIP1,age,-0.00950360934268139,9.03185905383009e-05,0.996675298441264,phenotype,gene
CNRIP1,gender,0,9.03185905383009e-05,0.996675298441264,phenotype,gene
HERC4,(Intercept),3.28330869016194e-17,2.96724726534919e-05,0.997040317112868,(Intercept),gene
HERC4,age,-0.00544724450098322,2.96724726534919e-05,0.997040317112868,phenotype,gene
HERC4,gender,0,2.96724726534919e-05,0.997040317112868,phenotype,gene
UQCRQ,(Intercept),2.4661230163341e-17,0.000156840931728685,0.997083280290894,(Intercept),gene
UQCRQ,age,0.0125236149624893,0.000156840931728685,0.997083280290894,phenotype,gene
UQCRQ,gender,0,0.000156840931728685,0.997083280290894,phenotype,gene
AMPD2,(Intercept),1.96225705273491e-17,0.0014605278869757,0.99226703845964,(Intercept),gene
AMPD2,age,-0.0155860133730652,0.0014605278869757,0.99226703845964,phenotype,gene
AMPD2,gender,-0.0349691383578758,0.0014605278869757,0.99226703845964,phenotype,gene
GCLC,(Intercept),2.93820673299458e-17,0.0188202690261026,0.969091783199225,(Intercept),gene
GCLC,age,0.136357259944827,0.0188202690261026,0.969091783199225,phenotype,gene
GCLC,gender,0.0141098395233329,0.0188202690261026,0.969091783199225,phenotype,gene
SMPDL3B,(Intercept),-1.64283342093426e-17,0.0156679250227348,0.974865211730261,(Intercept),gene
SMPDL3B,age,-0.125171582328957,0.0156679250227348,0.974865211730261,phenotype,gene
SMPDL3B,gender,0,0.0156679250227348,0.974865211730261,phenotype,gene
NEAT1,(Intercept),2.68223139506117e-17,0.0177302332180119,0.97043104746504,(Intercept),gene
NEAT1,age,0.103358480202108,0.0177302332180119,0.97043104746504,phenotype,gene
NEAT1,gender,0.0815227418826247,0.0177302332180119,0.97043104746504,phenotype,gene
FAM177A1,(Intercept),-2.61275520717841e-17,0.00178490296985221,0.991910109519987,(Intercept),gene
FAM177A1,age,-0.0422481120270742,0.00178490296985221,0.991910109519987,phenotype,gene
FAM177A1,gender,0,0.00178490296985221,0.991910109519987,phenotype,gene
CISD3,(Intercept),-2.72674061546945e-17,0.00795534259580849,0.984166259409308,(Intercept),gene
CISD3,age,0.0642697166288726,0.00795534259580849,0.984166259409308,phenotype,gene
CISD3,gender,0.0590572908649567,0.00795534259580849,0.984166259409308,phenotype,gene
CCDC66,(Intercept),4.17818403305965e-17,0.00553125661346417,0.988879439559789,(Intercept),gene
CCDC66,age,0.0736359956895608,0.00553125661346417,0.988879439559789,phenotype,gene
CCDC66,gender,-0.0120580206715209,0.00553125661346417,0.988879439559789,phenotype,gene
GRK4,(Intercept),2.13463350571781e-17,0.00139298908653284,0.994324875997601,(Intercept),gene
GRK4,age,0,0.00139298908653284,0.994324875997601,phenotype,gene
GRK4,gender,-0.0373227690094511,0.00139298908653284,0.994324875997601,phenotype,gene
COMMD5,(Intercept),2.19836518108419e-17,0.0158454709314856,0.964918620781933,(Intercept),gene
COMMD5,age,0.125878794606104,0.0158454709314856,0.964918620781933,phenotype,gene
COMMD5,gender,0,0.0158454709314856,0.964918620781933,phenotype,gene
PYCARD,(Intercept),8.37522812071294e-18,0.0027615178865061,0.989447144151785,(Intercept),gene
PYCARD,age,0.0525501463985221,0.0027615178865061,0.989447144151785,phenotype,gene
PYCARD,gender,0,0.0027615178865061,0.989447144151785,phenotype,gene
NME7,(Intercept),-2.97522266694225e-17,0.000262600712779013,0.995268114600192,(Intercept),gene
NME7,age,0.016204959511798,0.000262600712779013,0.995268114600192,phenotype,gene
NME7,gender,0,0.000262600712779013,0.995268114600192,phenotype,gene
CDR2L,(Intercept),2.65127886477649e-17,0.00791224731172861,0.9767750446387,(Intercept),gene
CDR2L,age,-0.0889508140026195,0.00791224731172861,0.9767750446387,phenotype,gene
CDR2L,gender,0,0.00791224731172861,0.9767750446387,phenotype,gene
HNRNPF,(Intercept),-1.79608393868685e-17,0.00483728844708589,0.986468251620249,(Intercept),gene
HNRNPF,age,-0.0695506178770965,0.00483728844708589,0.986468251620249,phenotype,gene
HNRNPF,gender,0,0.00483728844708589,0.986468251620249,phenotype,gene
DNAJB2,(Intercept),-5.81947711790676e-18,0.0073472102838897,0.982728171861885,(Intercept),gene
